S̩ance,Instrument,Variation
12/03/2012,11678.64,-0.53
13/03/2012,11673.14,-0.05
14/03/2012,11618.84,-0.47
15/03/2012,11648.74,0.26
16/03/2012,11525.91,-1.05
19/03/2012,11603.68,0.67
20/03/2012,11546.02,-0.5
21/03/2012,11554.07,0.07
22/03/2012,11524.3,-0.26
23/03/2012,11475.78,-0.42
26/03/2012,11487.04,0.1
27/03/2012,11361.87,-1.09
28/03/2012,11302.82,-0.52
29/03/2012,11376.42,0.65
30/03/2012,11475.49,0.87
02/04/2012,11370.85,-0.91
03/04/2012,11289.18,-0.72
04/04/2012,11261.63,-0.24
05/04/2012,11267.22,0.05
06/04/2012,11240.65,-0.24
09/04/2012,11289.74,0.44
10/04/2012,11239.68,-0.44
11/04/2012,11114.6,-1.11
12/04/2012,11102.24,-0.11
13/04/2012,10910.97,-1.72
16/04/2012,10926.17,0.14
17/04/2012,11036.37,1.01
18/04/2012,11023.83,-0.11
19/04/2012,10954.19,-0.63
20/04/2012,10945.68,-0.08
23/04/2012,10950.39,0.04
24/04/2012,10918.74,-0.29
25/04/2012,10902.2,-0.15
26/04/2012,10911.46,0.08
27/04/2012,10781.87,-1.19
30/04/2012,10865.47,0.78
02/05/2012,10836.22,-0.27
03/05/2012,10828.24,-0.07
04/05/2012,10879.98,0.48
07/05/2012,10964.29,0.77
08/05/2012,10996.56,0.29
09/05/2012,10931.69,-0.59
10/05/2012,11000.58,0.63
11/05/2012,10932.75,-0.62
14/05/2012,10954.16,0.2
15/05/2012,10762.48,-1.75
16/05/2012,10527.74,-2.18
17/05/2012,10266.78,-2.48
18/05/2012,10068.53,-1.93
21/05/2012,10313.06,2.43
22/05/2012,10501.36,1.83
23/05/2012,10837.23,3.2
24/05/2012,10907.49,0.65
25/05/2012,11078.01,1.56
28/05/2012,11330.68,2.28
29/05/2012,11346.53,0.14
30/05/2012,11176.23,-1.5
31/05/2012,11334.15,1.41
01/06/2012,11340.83,0.06
04/06/2012,11174.86,-1.46
05/06/2012,11058.39,-1.04
06/06/2012,11005.57,-0.48
07/06/2012,11029.83,0.22
08/06/2012,11250.1,2.0
11/06/2012,11270.9,0.18
12/06/2012,11371.9,0.9
13/06/2012,11351.09,-0.18
14/06/2012,11309.53,-0.37
15/06/2012,11216.82,-0.82
18/06/2012,11171.39,-0.41
19/06/2012,11290.74,1.07
20/06/2012,11374.36,0.74
21/06/2012,11229.9,-1.27
22/06/2012,11149.96,-0.71
25/06/2012,11069.43,-0.72
26/06/2012,10869.35,-1.81
27/06/2012,10998.75,1.19
28/06/2012,10929.11,-0.63
29/06/2012,10883.31,-0.42
02/07/2012,11019.5,1.25
03/07/2012,10978.2,-0.37
04/07/2012,10930.64,-0.43
05/07/2012,10991.13,0.55
06/07/2012,10862.28,-1.17
09/07/2012,10729.7,-1.22
10/07/2012,10721.83,-0.07
11/07/2012,10748.87,0.25
12/07/2012,10709.46,-0.37
13/07/2012,10601.34,-1.01
16/07/2012,10787.04,1.75
17/07/2012,10922.61,1.26
18/07/2012,10962.11,0.36
19/07/2012,10898.02,-0.58
20/07/2012,10881.52,-0.15
23/07/2012,10886.54,0.05
24/07/2012,10805.12,-0.75
25/07/2012,10861.04,0.52
26/07/2012,10883.28,0.2
27/07/2012,10829.89,-0.49
31/07/2012,10820.93,-0.08
01/08/2012,10926.22,0.97
02/08/2012,10956.04,0.27
03/08/2012,10981.26,0.23
06/08/2012,10864.77,-1.06
07/08/2012,10881.31,0.15
08/08/2012,10904.85,0.22
09/08/2012,10933.76,0.27
10/08/2012,10922.68,-0.1
13/08/2012,10914.3,-0.08
15/08/2012,10780.56,-1.23
16/08/2012,10862.27,0.76
17/08/2012,10813.05,-0.45
22/08/2012,10786.42,-0.25
23/08/2012,10800.92,0.13
24/08/2012,10777.77,-0.21
27/08/2012,10809.71,0.3
28/08/2012,10802.5,-0.07
29/08/2012,10856.12,0.5
30/08/2012,10887.42,0.29
31/08/2012,10937.39,0.46
03/09/2012,10918.01,-0.18
04/09/2012,10970.62,0.48
05/09/2012,10914.09,-0.52
06/09/2012,10884.03,-0.28
07/09/2012,10804.02,-0.74
10/09/2012,10837.1,0.31
11/09/2012,10838.63,0.01
12/09/2012,10806.41,-0.3
13/09/2012,10815.28,0.08
14/09/2012,10803.09,-0.11
17/09/2012,10816.3,0.12
18/09/2012,10766.51,-0.46
19/09/2012,10782.74,0.15
20/09/2012,10705.81,-0.71
21/09/2012,10690.48,-0.14
24/09/2012,10664.44,-0.24
25/09/2012,10517.48,-1.38
26/09/2012,10611.96,0.9
27/09/2012,10567.32,-0.42
28/09/2012,10506.91,-0.57
01/10/2012,10595.01,0.84
02/10/2012,10673.41,0.74
03/10/2012,10711.65,0.36
04/10/2012,10732.16,0.19
05/10/2012,10791.62,0.55
08/10/2012,10813.92,0.21
09/10/2012,10750.29,-0.59
10/10/2012,10684.05,-0.62
11/10/2012,10599.54,-0.79
12/10/2012,10520.38,-0.75
15/10/2012,10493.43,-0.26
16/10/2012,10377.31,-1.11
17/10/2012,10329.38,-0.46
18/10/2012,10302.42,-0.26
19/10/2012,10305.05,0.03
22/10/2012,10603.42,2.9
23/10/2012,10416.56,-1.76
24/10/2012,10511.34,0.91
25/10/2012,10544.2,0.31
29/10/2012,10549.69,0.05
30/10/2012,10430.26,-1.13
31/10/2012,10554.93,1.2
01/11/2012,10493.98,-0.58
02/11/2012,10554.22,0.57
05/11/2012,10644.36,0.85
07/11/2012,10831.47,1.76
08/11/2012,10869.88,0.35
09/11/2012,10655.22,-1.97
12/11/2012,10731.23,0.71
13/11/2012,10672.38,-0.55
14/11/2012,10660.31,-0.11
15/11/2012,10708.47,0.45
19/11/2012,10619.94,-0.83
20/11/2012,10622.94,0.03
21/11/2012,10622.87,0.0
22/11/2012,10651.92,0.27
23/11/2012,10641.16,-0.1
26/11/2012,10617.78,-0.22
27/11/2012,10657.63,0.38
28/11/2012,10613.65,-0.41
29/11/2012,10746.83,1.25
30/11/2012,10732.91,-0.13
03/12/2012,10627.83,-0.98
04/12/2012,10686.0,0.55
05/12/2012,10689.89,0.04
06/12/2012,10706.32,0.15
07/12/2012,10742.34,0.34
10/12/2012,10711.4,-0.29
11/12/2012,10690.42,-0.2
12/12/2012,10610.79,-0.74
13/12/2012,10630.23,0.18
14/12/2012,10556.69,-0.69
17/12/2012,10574.09,0.16
18/12/2012,10587.66,0.13
19/12/2012,10554.61,-0.31
20/12/2012,10521.7,-0.31
21/12/2012,10442.58,-0.75
24/12/2012,10457.37,0.14
25/12/2012,10408.52,-0.47
26/12/2012,10330.39,-0.75
27/12/2012,10122.28,-2.01
28/12/2012,10189.02,0.66
31/12/2012,10199.31,0.1
02/01/2013,10136.22,-0.62
03/01/2013,10198.35,0.61
04/01/2013,10142.01,-0.55
07/01/2013,10136.96,-0.05
08/01/2013,10176.45,0.39
09/01/2013,10175.09,-0.01
10/01/2013,10131.81,-0.43
14/01/2013,10105.43,-0.26
15/01/2013,9909.49,-1.94
16/01/2013,9697.23,-2.14
17/01/2013,9654.87,-0.44
18/01/2013,9735.9,0.84
21/01/2013,9828.12,0.95
22/01/2013,9865.4,0.38
23/01/2013,9710.33,-1.57
28/01/2013,9897.1,1.92
29/01/2013,9997.37,1.01
30/01/2013,9824.01,-1.73
31/01/2013,9831.69,0.08
01/02/2013,9857.17,0.26
04/02/2013,9874.87,0.18
05/02/2013,9992.37,1.19
06/02/2013,9986.74,-0.06
07/02/2013,9885.01,-1.02
08/02/2013,9825.11,-0.61
11/02/2013,9889.42,0.65
12/02/2013,9832.2,-0.58
13/02/2013,9767.83,-0.65
14/02/2013,9834.18,0.68
15/02/2013,9707.89,-1.28
18/02/2013,9769.5,0.63
19/02/2013,9743.81,-0.26
20/02/2013,9768.07,0.25
21/02/2013,9753.47,-0.15
22/02/2013,9701.44,-0.53
25/02/2013,9691.45,-0.1
26/02/2013,9634.29,-0.59
27/02/2013,9639.81,0.06
28/02/2013,9692.27,0.54
01/03/2013,9599.45,-0.96
04/03/2013,9661.57,0.65
05/03/2013,9644.81,-0.17
06/03/2013,9654.86,0.1
07/03/2013,9658.67,0.04
08/03/2013,9592.79,-0.68
11/03/2013,9668.74,0.79
12/03/2013,9873.96,2.12
13/03/2013,9867.67,-0.06
14/03/2013,9910.91,0.44
15/03/2013,9860.85,-0.51
18/03/2013,9950.02,0.9
19/03/2013,9913.05,-0.37
20/03/2013,9957.49,0.45
21/03/2013,10047.01,0.9
22/03/2013,10087.51,0.4
25/03/2013,10080.86,-0.07
26/03/2013,10134.61,0.53
27/03/2013,10169.73,0.35
28/03/2013,10249.76,0.79
29/03/2013,10257.53,0.08
01/04/2013,10293.1,0.35
02/04/2013,10325.51,0.31
03/04/2013,10260.74,-0.63
04/04/2013,10319.42,0.57
05/04/2013,10329.39,0.1
08/04/2013,10459.22,1.26
09/04/2013,10681.41,2.12
10/04/2013,10723.16,0.39
11/04/2013,10796.52,0.68
12/04/2013,10785.02,-0.11
15/04/2013,10777.24,-0.07
16/04/2013,10756.69,-0.19
17/04/2013,10684.59,-0.67
18/04/2013,10689.35,0.04
19/04/2013,10740.55,0.48
22/04/2013,10745.72,0.05
23/04/2013,10696.07,-0.46
24/04/2013,10726.8,0.29
25/04/2013,10684.43,-0.4
26/04/2013,10734.77,0.47
29/04/2013,10713.98,-0.19
30/04/2013,10701.46,-0.12
02/05/2013,10719.03,0.16
03/05/2013,10720.9,0.02
06/05/2013,10769.47,0.45
07/05/2013,10804.58,0.33
08/05/2013,10851.53,0.43
09/05/2013,10897.75,0.43
10/05/2013,10845.01,-0.48
13/05/2013,10923.69,0.73
14/05/2013,10820.23,-0.95
15/05/2013,10872.47,0.48
16/05/2013,10908.58,0.33
17/05/2013,10711.53,-1.81
20/05/2013,10668.94,-0.4
21/05/2013,10590.75,-0.73
22/05/2013,10591.05,0.0
23/05/2013,10589.83,-0.01
24/05/2013,10500.36,-0.84
27/05/2013,10513.84,0.13
28/05/2013,10504.17,-0.09
29/05/2013,10554.43,0.48
30/05/2013,10542.37,-0.11
31/05/2013,10596.5,0.51
03/06/2013,10626.42,0.28
04/06/2013,10637.6,0.11
05/06/2013,10604.42,-0.31
06/06/2013,10608.62,0.04
07/06/2013,10560.23,-0.46
10/06/2013,10514.03,-0.44
11/06/2013,10552.39,0.36
12/06/2013,10632.79,0.76
13/06/2013,10551.32,-0.77
14/06/2013,10493.67,-0.55
17/06/2013,10477.25,-0.16
18/06/2013,10665.52,1.8
19/06/2013,10700.37,0.33
20/06/2013,10727.96,0.26
21/06/2013,10675.0,-0.49
24/06/2013,10587.82,-0.82
25/06/2013,10749.97,1.53
26/06/2013,10720.23,-0.28
27/06/2013,10780.69,0.56
28/06/2013,10739.85,-0.38
01/07/2013,10629.06,-1.03
02/07/2013,10604.0,-0.24
03/07/2013,10731.08,1.2
04/07/2013,10676.76,-0.51
05/07/2013,10635.69,-0.38
08/07/2013,10638.28,0.02
09/07/2013,10636.49,-0.02
10/07/2013,10667.14,0.29
11/07/2013,10717.53,0.47
12/07/2013,10741.43,0.22
15/07/2013,10728.27,-0.12
16/07/2013,10712.99,-0.14
17/07/2013,10754.77,0.39
18/07/2013,10773.54,0.17
19/07/2013,10773.38,0.0
22/07/2013,10671.37,-0.95
23/07/2013,10756.19,0.79
24/07/2013,10686.1,-0.65
25/07/2013,10766.24,0.75
26/07/2013,10801.85,0.33
29/07/2013,10627.02,-1.62
31/07/2013,10654.06,0.25
01/08/2013,10650.39,-0.03
02/08/2013,10685.0,0.33
05/08/2013,10580.94,-0.97
06/08/2013,10686.82,1.0
07/08/2013,10630.48,-0.53
08/08/2013,10600.82,-0.28
12/08/2013,10607.24,0.06
13/08/2013,10713.47,1.0
15/08/2013,10545.95,-1.56
16/08/2013,10516.32,-0.28
19/08/2013,10458.31,-0.55
22/08/2013,10472.0,0.13
23/08/2013,10539.2,0.64
26/08/2013,10515.46,-0.23
27/08/2013,10503.85,-0.11
28/08/2013,10546.16,0.4
29/08/2013,10478.3,-0.64
30/08/2013,10463.13,-0.14
02/09/2013,10476.62,0.13
03/09/2013,10486.04,0.09
04/09/2013,10596.79,1.06
05/09/2013,10509.67,-0.82
06/09/2013,10505.32,-0.04
09/09/2013,10481.86,-0.22
10/09/2013,10399.76,-0.78
11/09/2013,10351.21,-0.47
12/09/2013,10343.92,-0.07
13/09/2013,10429.51,0.83
16/09/2013,10451.08,0.21
17/09/2013,10452.55,0.01
18/09/2013,10416.57,-0.34
19/09/2013,10416.91,0.0
20/09/2013,10479.1,0.6
23/09/2013,10373.4,-1.01
24/09/2013,10461.21,0.85
25/09/2013,10550.28,0.85
26/09/2013,10548.14,-0.02
27/09/2013,10635.98,0.83
30/09/2013,10637.27,0.01
01/10/2013,10622.71,-0.14
02/10/2013,10636.82,0.13
03/10/2013,10675.01,0.36
04/10/2013,10689.5,0.14
07/10/2013,10665.57,-0.22
08/10/2013,10850.93,1.74
09/10/2013,10776.17,-0.69
10/10/2013,10753.86,-0.21
11/10/2013,10810.32,0.53
14/10/2013,10768.48,-0.39
15/10/2013,10859.72,0.85
21/10/2013,10835.11,-0.23
22/10/2013,10795.85,-0.36
23/10/2013,10845.66,0.46
24/10/2013,10815.61,-0.28
25/10/2013,10941.88,1.17
28/10/2013,11127.41,1.7
29/10/2013,11132.25,0.04
30/10/2013,11096.0,-0.33
31/10/2013,11028.9,-0.6
01/11/2013,10873.22,-1.41
04/11/2013,10827.61,-0.42
07/11/2013,10886.73,0.55
08/11/2013,10857.31,-0.27
11/11/2013,10863.65,0.06
12/11/2013,10847.61,-0.15
13/11/2013,10885.05,0.35
14/11/2013,10887.47,0.02
15/11/2013,10811.32,-0.7
19/11/2013,10801.05,-0.1
20/11/2013,10796.99,-0.04
21/11/2013,10731.29,-0.61
22/11/2013,10645.3,-0.8
25/11/2013,10785.96,1.32
26/11/2013,10576.29,-1.94
27/11/2013,10577.29,0.01
28/11/2013,10588.08,0.1
29/11/2013,10661.25,0.69
02/12/2013,10697.94,0.34
03/12/2013,10622.27,-0.71
04/12/2013,10626.96,0.04
05/12/2013,10602.67,-0.23
06/12/2013,10525.85,-0.72
09/12/2013,10653.37,1.21
10/12/2013,10593.45,-0.56
11/12/2013,10596.45,0.03
12/12/2013,10616.51,0.19
13/12/2013,10607.45,-0.09
16/12/2013,10643.56,0.34
17/12/2013,10622.51,-0.2
18/12/2013,10653.78,0.29
19/12/2013,10677.67,0.22
20/12/2013,10572.92,-0.98
23/12/2013,10579.37,0.06
24/12/2013,10585.65,0.06
25/12/2013,10573.64,-0.11
26/12/2013,10589.2,0.15
27/12/2013,10520.49,-0.65
30/12/2013,10556.13,0.34
31/12/2013,10546.75,-0.09
02/01/2014,10527.61,-0.18
03/01/2014,10540.98,0.13
06/01/2014,10575.59,0.33
07/01/2014,10598.35,0.22
08/01/2014,10507.88,-0.85
09/01/2014,10602.81,0.9
10/01/2014,10476.14,-1.19
13/01/2014,10546.12,0.67
16/01/2014,10571.7,0.24
17/01/2014,10505.48,-0.63
20/01/2014,10519.84,0.14
21/01/2014,10560.42,0.39
22/01/2014,10470.17,-0.85
23/01/2014,10487.82,0.17
24/01/2014,10504.57,0.16
27/01/2014,10470.12,-0.33
28/01/2014,10465.66,-0.04
29/01/2014,10458.37,-0.07
30/01/2014,10465.63,0.07
31/01/2014,10458.47,-0.07
03/02/2014,10501.25,0.41
04/02/2014,10504.48,0.03
05/02/2014,10467.34,-0.35
06/02/2014,10470.02,0.03
07/02/2014,10495.18,0.24
10/02/2014,10523.63,0.27
11/02/2014,10489.84,-0.32
12/02/2014,10529.16,0.37
13/02/2014,10515.11,-0.13
14/02/2014,10507.62,-0.07
17/02/2014,10549.91,0.4
18/02/2014,10572.16,0.21
19/02/2014,10571.08,-0.01
20/02/2014,10563.23,-0.07
21/02/2014,10581.3,0.17
24/02/2014,10580.21,-0.01
25/02/2014,10511.09,-0.65
26/02/2014,10540.12,0.28
27/02/2014,10563.56,0.22
28/02/2014,10656.65,0.88
03/03/2014,10599.48,-0.54
04/03/2014,10685.9,0.82
05/03/2014,10652.84,-0.31
06/03/2014,10677.11,0.23
07/03/2014,10725.29,0.45
10/03/2014,10737.15,0.11
11/03/2014,10741.01,0.04
12/03/2014,10699.89,-0.38
13/03/2014,10740.86,0.38
14/03/2014,10750.61,0.09
17/03/2014,10708.97,-0.39
18/03/2014,10714.45,0.05
19/03/2014,10741.12,0.25
20/03/2014,10790.22,0.46
21/03/2014,10721.2,-0.64
24/03/2014,10661.91,-0.55
25/03/2014,10737.48,0.71
26/03/2014,10739.19,0.02
27/03/2014,10751.81,0.12
28/03/2014,10710.31,-0.39
31/03/2014,10680.66,-0.28
01/04/2014,10751.23,0.66
02/04/2014,10690.19,-0.57
03/04/2014,10698.65,0.08
04/04/2014,10657.51,-0.38
07/04/2014,10702.36,0.42
08/04/2014,10695.4,-0.06
09/04/2014,10739.64,0.41
10/04/2014,10705.53,-0.32
11/04/2014,10754.18,0.45
14/04/2014,10696.59,-0.54
15/04/2014,10749.49,0.49
16/04/2014,10735.89,-0.13
17/04/2014,10748.78,0.12
18/04/2014,10735.88,-0.12
21/04/2014,10749.55,0.13
22/04/2014,10721.59,-0.26
23/04/2014,10731.37,0.09
24/04/2014,10723.88,-0.07
25/04/2014,10706.69,-0.16
28/04/2014,10626.03,-0.75
29/04/2014,10603.98,-0.21
30/04/2014,10698.94,0.9
02/05/2014,10695.03,-0.04
05/05/2014,10674.79,-0.19
06/05/2014,10659.56,-0.14
07/05/2014,10668.72,0.09
08/05/2014,10643.87,-0.23
09/05/2014,10699.8,0.53
12/05/2014,10634.51,-0.61
13/05/2014,10696.22,0.58
14/05/2014,10689.25,-0.07
15/05/2014,10646.81,-0.4
16/05/2014,10648.77,0.02
19/05/2014,10654.12,0.05
20/05/2014,10604.29,-0.47
21/05/2014,10610.78,0.06
22/05/2014,10587.67,-0.22
23/05/2014,10673.28,0.81
26/05/2014,10593.1,-0.75
27/05/2014,10578.55,-0.14
28/05/2014,10638.7,0.57
29/05/2014,10569.41,-0.65
30/05/2014,10673.8,0.99
02/06/2014,10612.25,-0.58
03/06/2014,10593.03,-0.18
04/06/2014,10600.04,0.07
05/06/2014,10571.48,-0.27
06/06/2014,10624.54,0.5
09/06/2014,10615.56,-0.08
10/06/2014,10594.6,-0.2
11/06/2014,10602.61,0.08
12/06/2014,10643.31,0.38
13/06/2014,10647.99,0.04
16/06/2014,10610.69,-0.35
17/06/2014,10641.98,0.29
18/06/2014,10662.2,0.19
19/06/2014,10661.42,-0.01
20/06/2014,10520.07,-1.33
23/06/2014,10463.22,-0.54
24/06/2014,10463.39,0.0
25/06/2014,10500.62,0.36
26/06/2014,10446.58,-0.51
27/06/2014,10488.54,0.4
30/06/2014,10428.6,-0.57
01/07/2014,10520.07,0.88
02/07/2014,10431.34,-0.84
03/07/2014,10459.09,0.27
04/07/2014,10473.02,0.13
07/07/2014,10631.25,1.51
08/07/2014,10513.86,-1.1
09/07/2014,10513.47,0.0
10/07/2014,10471.5,-0.4
11/07/2014,10468.07,-0.03
14/07/2014,10518.98,0.49
15/07/2014,10464.38,-0.52
16/07/2014,10485.28,0.2
17/07/2014,10504.47,0.18
18/07/2014,10528.57,0.23
21/07/2014,10541.55,0.12
22/07/2014,10536.92,-0.04
23/07/2014,10544.2,0.07
24/07/2014,10604.86,0.58
25/07/2014,10547.19,-0.54
31/07/2014,10638.86,0.87
01/08/2014,10607.45,-0.3
04/08/2014,10639.17,0.3
05/08/2014,10670.75,0.3
06/08/2014,10678.07,0.07
07/08/2014,10684.53,0.06
08/08/2014,10684.22,0.0
11/08/2014,10701.18,0.16
12/08/2014,10646.33,-0.51
13/08/2014,10690.57,0.42
15/08/2014,10711.74,0.2
18/08/2014,10691.37,-0.19
19/08/2014,10784.47,0.87
22/08/2014,10737.34,-0.44
25/08/2014,10715.55,-0.2
26/08/2014,10748.71,0.31
27/08/2014,10876.8,1.19
28/08/2014,10925.11,0.44
29/08/2014,10936.04,0.1
01/09/2014,10963.72,0.25
02/09/2014,11013.22,0.45
03/09/2014,10962.3,-0.46
04/09/2014,10946.01,-0.15
05/09/2014,10906.12,-0.36
08/09/2014,10916.47,0.09
09/09/2014,11026.84,1.01
10/09/2014,11183.51,1.42
11/09/2014,11039.69,-1.29
12/09/2014,11040.43,0.01
15/09/2014,11050.43,0.09
16/09/2014,11049.63,-0.01
17/09/2014,11186.82,1.24
18/09/2014,11146.68,-0.36
19/09/2014,11210.63,0.57
22/09/2014,11302.27,0.82
23/09/2014,11256.81,-0.4
24/09/2014,11154.92,-0.91
25/09/2014,11261.01,0.95
26/09/2014,11381.22,1.07
29/09/2014,11323.92,-0.5
30/09/2014,11385.21,0.54
01/10/2014,11386.71,0.01
02/10/2014,11295.07,-0.8
03/10/2014,11328.92,0.3
07/10/2014,11280.24,-0.43
08/10/2014,11313.76,0.3
09/10/2014,11292.39,-0.19
10/10/2014,11296.72,0.04
13/10/2014,11369.6,0.65
14/10/2014,11368.72,-0.01
15/10/2014,11379.13,0.09
16/10/2014,11297.11,-0.72
17/10/2014,11360.15,0.56
20/10/2014,11323.14,-0.33
21/10/2014,11355.69,0.29
22/10/2014,11457.29,0.89
23/10/2014,11658.07,1.75
24/10/2014,11829.25,1.47
27/10/2014,11723.82,-0.89
28/10/2014,11718.37,-0.05
29/10/2014,11895.79,1.51
30/10/2014,12059.92,1.38
31/10/2014,11955.87,-0.86
03/11/2014,11976.9,0.18
04/11/2014,11892.01,-0.71
05/11/2014,11788.95,-0.87
07/11/2014,11765.44,-0.2
10/11/2014,11711.34,-0.46
11/11/2014,11723.03,0.1
12/11/2014,11667.34,-0.47
13/11/2014,11579.12,-0.76
14/11/2014,11630.6,0.44
17/11/2014,11769.04,1.19
19/11/2014,11694.26,-0.64
20/11/2014,11656.69,-0.32
21/11/2014,11621.5,-0.3
24/11/2014,11504.25,-1.01
25/11/2014,11582.14,0.68
26/11/2014,11579.31,-0.02
27/11/2014,11540.82,-0.33
28/11/2014,11528.38,-0.11
01/12/2014,11576.9,0.42
02/12/2014,11510.28,-0.58
03/12/2014,11516.46,0.05
04/12/2014,11466.53,-0.43
05/12/2014,11537.97,0.62
08/12/2014,11488.99,-0.42
09/12/2014,11445.59,-0.38
10/12/2014,11414.16,-0.27
11/12/2014,11277.39,-1.2
12/12/2014,11373.9,0.86
15/12/2014,11258.52,-1.01
16/12/2014,11514.18,2.27
17/12/2014,11459.25,-0.48
18/12/2014,11470.01,0.09
19/12/2014,11336.45,-1.16
22/12/2014,11356.97,0.18
23/12/2014,11307.99,-0.43
24/12/2014,11360.45,0.46
25/12/2014,11389.65,0.26
26/12/2014,11426.43,0.32
29/12/2014,11411.4,-0.13
30/12/2014,11505.81,0.83
31/12/2014,11546.77,0.36
02/01/2015,11529.62,-0.15
06/01/2015,11514.19,-0.13
07/01/2015,11673.59,1.38
08/01/2015,11837.97,1.41
09/01/2015,12024.06,1.57
12/01/2015,12115.99,0.76
13/01/2015,12455.27,2.8
14/01/2015,12393.44,-0.5
15/01/2015,12258.85,-1.09
16/01/2015,12362.1,0.84
19/01/2015,12317.42,-0.36
20/01/2015,12354.5,0.3
21/01/2015,12293.93,-0.49
22/01/2015,12148.8,-1.18
23/01/2015,12093.38,-0.46
26/01/2015,12068.65,-0.2
27/01/2015,12041.35,-0.23
28/01/2015,12082.59,0.34
29/01/2015,12060.25,-0.18
30/01/2015,12149.75,0.74
02/02/2015,12144.69,-0.04
03/02/2015,12105.86,-0.32
04/02/2015,12224.9,0.98
05/02/2015,12262.04,0.3
06/02/2015,12308.6,0.38
09/02/2015,12257.15,-0.42
10/02/2015,12315.51,0.48
11/02/2015,12300.24,-0.12
12/02/2015,12200.39,-0.81
13/02/2015,12257.99,0.47
16/02/2015,12244.47,-0.11
17/02/2015,12241.33,-0.03
18/02/2015,12234.98,-0.05
19/02/2015,12462.24,1.86
20/02/2015,12456.67,-0.04
23/02/2015,12451.96,-0.04
24/02/2015,12438.01,-0.11
25/02/2015,12540.65,0.83
26/02/2015,12545.6,0.04
27/02/2015,12477.1,-0.55
02/03/2015,12510.29,0.27
03/03/2015,12463.78,-0.37
04/03/2015,12535.79,0.58
05/03/2015,12550.44,0.12
06/03/2015,12582.2,0.25
09/03/2015,12619.49,0.3
10/03/2015,12586.05,-0.26
11/03/2015,12536.37,-0.39
12/03/2015,12571.09,0.28
13/03/2015,12576.4,0.04
16/03/2015,12492.45,-0.67
17/03/2015,12587.81,0.76
18/03/2015,12514.57,-0.58
19/03/2015,12482.18,-0.26
20/03/2015,12531.67,0.4
23/03/2015,12567.73,0.29
24/03/2015,12526.14,-0.33
25/03/2015,12488.79,-0.3
26/03/2015,12331.34,-1.26
27/03/2015,12313.79,-0.14
30/03/2015,12367.88,0.44
31/03/2015,12302.47,-0.53
01/04/2015,12146.04,-1.27
02/04/2015,11994.12,-1.25
03/04/2015,11777.44,-1.81
06/04/2015,12065.2,2.44
07/04/2015,11860.49,-1.7
08/04/2015,11852.27,-0.07
09/04/2015,11858.59,0.05
10/04/2015,11824.21,-0.29
13/04/2015,11783.67,-0.34
14/04/2015,11820.84,0.32
15/04/2015,11861.66,0.35
16/04/2015,11863.8,0.02
17/04/2015,11983.58,1.01
20/04/2015,11867.24,-0.97
21/04/2015,11838.88,-0.24
22/04/2015,11850.49,0.1
23/04/2015,11903.28,0.45
24/04/2015,11891.37,-0.1
27/04/2015,11929.84,0.32
28/04/2015,11863.83,-0.55
29/04/2015,11969.77,0.89
30/04/2015,11885.91,-0.7
04/05/2015,11944.99,0.5
05/05/2015,11948.04,0.03
06/05/2015,11919.6,-0.24
07/05/2015,11853.18,-0.56
08/05/2015,11901.61,0.41
11/05/2015,11882.97,-0.16
12/05/2015,11822.56,-0.51
13/05/2015,11714.61,-0.91
14/05/2015,11746.11,0.27
15/05/2015,11759.84,0.12
18/05/2015,11751.04,-0.07
19/05/2015,11769.51,0.16
20/05/2015,11697.67,-0.61
21/05/2015,11718.11,0.17
22/05/2015,11717.91,0.0
25/05/2015,11745.48,0.24
26/05/2015,11716.64,-0.25
27/05/2015,11677.98,-0.33
28/05/2015,11703.02,0.21
29/05/2015,11833.83,1.12
01/06/2015,11823.64,-0.09
02/06/2015,11836.77,0.11
03/06/2015,11770.02,-0.56
04/06/2015,11840.95,0.6
05/06/2015,11835.61,-0.05
08/06/2015,11914.29,0.66
09/06/2015,11831.92,-0.69
10/06/2015,11782.57,-0.42
11/06/2015,11788.51,0.05
12/06/2015,11865.11,0.65
15/06/2015,11816.1,-0.41
16/06/2015,11808.17,-0.07
17/06/2015,11756.55,-0.44
18/06/2015,11782.14,0.22
19/06/2015,11766.01,-0.14
22/06/2015,11652.9,-0.96
23/06/2015,11748.67,0.82
24/06/2015,11669.22,-0.68
25/06/2015,11688.03,0.16
26/06/2015,11598.14,-0.77
29/06/2015,11601.13,0.03
30/06/2015,11700.07,0.85
01/07/2015,11551.55,-1.27
02/07/2015,11608.26,0.49
03/07/2015,11679.77,0.62
06/07/2015,11630.98,-0.42
07/07/2015,11617.87,-0.11
08/07/2015,11649.27,0.27
09/07/2015,11643.24,-0.05
10/07/2015,11679.95,0.32
13/07/2015,11674.14,-0.05
14/07/2015,11656.76,-0.15
15/07/2015,11693.94,0.32
16/07/2015,11695.38,0.01
20/07/2015,11749.28,0.46
21/07/2015,11803.32,0.46
22/07/2015,11716.78,-0.73
23/07/2015,11788.29,0.61
24/07/2015,11805.05,0.14
27/07/2015,11763.27,-0.35
28/07/2015,11763.21,0.0
29/07/2015,11750.69,-0.11
31/07/2015,11756.45,0.05
03/08/2015,11924.79,1.43
04/08/2015,12097.77,1.45
05/08/2015,11912.16,-1.53
06/08/2015,11876.04,-0.3
